YEAR,gender,age,age_group,education,employment_type,employment_status,occupation,industry,company_size,work_hours,shift_work,night_work,physical_risk1,physical_risk2,physical_risk3,physical_risk4,physical_risk5,physical_risk6,physical_risk7,physical_risk8,physical_risk9,ergonomic_risk1,ergonomic_risk2,ergonomic_risk3,ergonomic_risk4,ergonomic_risk5,ergonomic_risk6,psychosocial_risk1,psychosocial_risk2,psychosocial_risk3,health_condition,work_related_disease,injury_absence_days,illness_absence_days,presenteeism,sleep_quality1,sleep_quality2,sleep_quality3,well_being,working_years,safety_training,training_participation
2023,1,37,30,4.0,3.0,1.0,8,3,,40.0,,,4.0,3.0,5.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,,,2.0,2.0,3.0,2.0,5.0,6.0,2.0,1.0
2023,2,50,50,4.0,3.0,1.0,9,14,,40.0,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,7.0,7.0,2.0,7.0,7.0,3.0,2.0,,,2.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0
2023,1,54,50,4.0,1.0,,8,8,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,6.0,7.0,4.0,7.0,7.0,3.0,2.0,,,2.0,4.0,3.0,3.0,3.0,10.0,2.0,
2023,2,58,50,4.0,1.0,,7,19,,45.0,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,7.0,5.0,7.0,7.0,3.0,2.0,,,2.0,5.0,4.0,3.0,5.0,10.0,,
2023,1,58,50,3.0,3.0,3.0,9,6,,,,,4.0,5.0,5.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,5.0,7.0,7.0,7.0,7.0,3.0,1.0,,,2.0,3.0,4.0,3.0,5.0,,2.0,2.0
2023,2,83,60,2.0,3.0,2.0,9,15,,27.0,,,7.0,7.0,7.0,7.0,5.0,7.0,7.0,4.0,7.0,4.0,7.0,7.0,2.0,6.0,4.0,6.0,6.0,6.0,2.0,2.0,,,2.0,4.0,5.0,4.0,3.0,3.0,4.0,2.0
2023,1,78,60,2.0,3.0,2.0,9,17,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,,,2.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0
2023,1,38,30,5.0,1.0,,9,8,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,5.0,7.0,5.0,6.0,7.0,2.0,2.0,,,2.0,3.0,3.0,3.0,5.0,3.0,2.0,
2023,1,48,40,5.0,2.0,,7,7,,45.0,,,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,6.0,7.0,4.0,7.0,7.0,3.0,2.0,,,2.0,4.0,3.0,3.0,5.0,5.0,2.0,
2023,1,64,60,4.0,3.0,1.0,9,12,,40.0,,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,2.0,7.0,5.0,6.0,6.0,2.0,2.0,,,2.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0
2023,1,41,40,6.0,3.0,1.0,7,6,,48.0,,,4.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,4.0,7.0,5.0,7.0,7.0,3.0,2.0,,,2.0,3.0,3.0,3.0,5.0,6.0,2.0,2.0
2023,2,62,60,3.0,3.0,1.0,9,3,,25.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,7.0,7.0,7.0,6.0,3.0,2.0,,,2.0,4.0,4.0,2.0,5.0,3.0,2.0,2.0
2023,1,63,60,6.0,3.0,1.0,9,10,,40.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,4.0,6.0,7.0,7.0,6.0,7.0,3.0,2.0,,,2.0,4.0,4.0,2.0,5.0,20.0,1.0,1.0
2023,2,74,60,2.0,3.0,1.0,9,17,,6.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,1.0,7.0,7.0,7.0,2.0,2.0,,,2.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0
2023,2,59,50,4.0,3.0,1.0,9,19,,30.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,1.0,2.0,6.0,7.0,2.0,2.0,,,7.0,4.0,5.0,4.0,3.0,25.0,2.0,2.0
2023,1,57,50,4.0,3.0,1.0,8,12,,45.0,2.0,5.0,6.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,2.0,2.0,,,2.0,5.0,5.0,5.0,5.0,20.0,2.0,2.0
2023,1,62,60,4.0,3.0,1.0,9,17,,45.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,5.0,3.0,5.0,5.0,7.0,7.0,6.0,3.0,2.0,,,2.0,5.0,4.0,4.0,5.0,3.0,2.0,2.0
2023,2,47,40,4.0,3.0,1.0,9,3,,40.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,2.0,6.0,2.0,2.0,7.0,7.0,6.0,2.0,2.0,,,2.0,5.0,5.0,4.0,5.0,8.0,2.0,1.0
2023,1,60,60,4.0,1.0,,7,6,1.0,40.0,,,5.0,5.0,7.0,6.0,4.0,7.0,7.0,7.0,7.0,4.0,7.0,5.0,5.0,5.0,4.0,1.0,7.0,7.0,3.0,2.0,,,2.0,5.0,4.0,4.0,5.0,30.0,,
2023,1,63,60,4.0,1.0,,8,19,,60.0,,,7.0,7.0,6.0,7.0,7.0,7.0,5.0,7.0,7.0,4.0,7.0,7.0,5.0,5.0,4.0,5.0,7.0,7.0,2.0,2.0,,,2.0,5.0,5.0,4.0,4.0,35.0,,
2023,1,64,60,4.0,3.0,3.0,9,14,,40.0,,,3.0,3.0,3.0,3.0,2.0,7.0,7.0,3.0,7.0,3.0,2.0,3.0,2.0,5.0,3.0,7.0,7.0,6.0,3.0,1.0,,3.0,2.0,4.0,4.0,4.0,5.0,,2.0,2.0
2023,2,72,60,2.0,3.0,1.0,9,17,,16.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,7.0,7.0,7.0,7.0,3.0,1.0,,,2.0,4.0,2.0,3.0,5.0,5.0,,2.0
2023,1,73,60,3.0,3.0,2.0,9,17,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,6.0,7.0,7.0,7.0,7.0,3.0,1.0,,,2.0,5.0,5.0,4.0,4.0,5.0,2.0,2.0
2023,2,65,60,3.0,1.0,,7,3,,35.0,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,7.0,5.0,7.0,7.0,3.0,2.0,,,2.0,4.0,3.0,4.0,4.0,15.0,2.0,
2023,2,67,60,3.0,3.0,1.0,7,3,,30.0,,,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,7.0,7.0,7.0,7.0,3.0,2.0,,,2.0,3.0,3.0,2.0,5.0,10.0,2.0,2.0
2023,2,53,50,5.0,4.0,,9,19,,30.0,,,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,6.0,7.0,5.0,7.0,7.0,3.0,2.0,,,2.0,2.0,2.0,2.0,5.0,8.0,2.0,
2023,1,54,50,5.0,2.0,,9,19,,48.0,,,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,5.0,7.0,3.0,6.0,6.0,3.0,2.0,,,2.0,3.0,3.0,3.0,5.0,8.0,2.0,
2023,1,43,40,5.0,2.0,,7,6,,,,,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,5.0,7.0,7.0,2.0,2.0,,,2.0,3.0,3.0,3.0,5.0,5.0,2.0,
2023,2,54,50,4.0,1.0,,9,7,,20.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,6.0,6.0,7.0,3.0,2.0,,,2.0,4.0,4.0,4.0,3.0,3.0,2.0,
2023,1,25,20,5.0,3.0,2.0,9,9,,20.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,6.0,7.0,7.0,7.0,7.0,2.0,2.0,,,2.0,5.0,5.0,5.0,4.0,1.0,2.0,2.0
2023,2,65,60,4.0,3.0,1.0,9,14,,30.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,2.0,6.0,6.0,7.0,7.0,7.0,2.0,2.0,,,2.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0
2023,2,60,60,5.0,3.0,1.0,9,12,,30.0,,,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,5.0,2.0,5.0,4.0,7.0,7.0,7.0,2.0,2.0,0.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0
2023,2,68,60,4.0,3.0,1.0,9,14,,30.0,,,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,4.0,7.0,5.0,1.0,2.0,3.0,7.0,7.0,6.0,2.0,2.0,,,2.0,4.0,5.0,4.0,3.0,3.0,4.0,2.0
2023,2,65,60,2.0,3.0,1.0,9,9,,48.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,3.0,3.0,3.0,7.0,7.0,7.0,2.0,2.0,,,2.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0
2023,1,27,20,4.0,3.0,1.0,7,19,,40.0,,,6.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,4.0,2.0,6.0,3.0,7.0,7.0,7.0,2.0,2.0,,,2.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0
2023,1,35,30,6.0,3.0,1.0,7,6,,45.0,,,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,4.0,4.0,5.0,6.0,6.0,6.0,2.0,2.0,,,2.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0
2023,1,68,60,4.0,3.0,1.0,9,14,,48.0,1.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,5.0,6.0,5.0,5.0,5.0,2.0,2.0,,,2.0,4.0,5.0,4.0,4.0,5.0,2.0,2.0
2023,1,59,50,6.0,1.0,,7,3,,45.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,5.0,7.0,5.0,5.0,5.0,2.0,2.0,,,2.0,5.0,5.0,4.0,3.0,25.0,4.0,
2023,1,63,60,4.0,1.0,,8,19,,48.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,4.0,4.0,5.0,5.0,5.0,6.0,2.0,2.0,,,2.0,5.0,5.0,4.0,2.0,20.0,2.0,
2023,2,59,50,4.0,4.0,,9,19,,35.0,,,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,,,2.0,5.0,5.0,4.0,3.0,15.0,,
2023,1,38,30,5.0,3.0,1.0,7,6,,48.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,6.0,6.0,6.0,2.0,2.0,,,2.0,5.0,4.0,4.0,4.0,5.0,2.0,2.0
2023,1,31,30,4.0,3.0,1.0,8,6,,45.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,3.0,5.0,6.0,6.0,6.0,6.0,2.0,2.0,,,2.0,5.0,4.0,4.0,4.0,5.0,2.0,2.0
2023,2,57,50,4.0,3.0,1.0,7,3,,40.0,,,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,7.0,2.0,7.0,7.0,7.0,7.0,3.0,2.0,,,2.0,5.0,4.0,5.0,4.0,5.0,2.0,2.0
2023,2,67,60,3.0,3.0,2.0,9,14,,10.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,,,2.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0
2023,1,62,60,6.0,3.0,1.0,8,16,,25.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,2.0,2.0,,,2.0,4.0,4.0,4.0,5.0,1.0,1.0,2.0
2023,2,59,50,4.0,1.0,,8,19,,46.0,,,4.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,2.0,5.0,2.0,3.0,6.0,5.0,3.0,2.0,0.0,10.0,1.0,3.0,4.0,4.0,3.0,10.0,1.0,
2023,1,62,60,6.0,2.0,,9,7,,40.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,2.0,,,2.0,5.0,5.0,5.0,4.0,40.0,1.0,
2023,1,28,20,6.0,3.0,1.0,9,7,,40.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,7.0,7.0,7.0,7.0,6.0,2.0,2.0,,,2.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0
2023,2,70,60,4.0,3.0,2.0,9,10,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,,,2.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0
2023,1,51,50,4.0,3.0,1.0,9,7,,40.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,,,2.0,5.0,5.0,4.0,3.0,23.0,1.0,2.0
2023,1,33,30,6.0,3.0,1.0,7,6,,40.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,,,2.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0
2023,1,53,50,5.0,3.0,1.0,9,14,,60.0,1.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,3.0,7.0,7.0,7.0,7.0,2.0,2.0,,,2.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0
2023,1,41,40,4.0,3.0,1.0,8,3,,52.0,2.0,15.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,7.0,7.0,1.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,2.0,1.0,,,1.0,5.0,5.0,1.0,6.0,,4.0,2.0
2023,1,37,30,3.0,3.0,1.0,8,3,,40.0,4.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,3.0,2.0,,,2.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0
2023,1,58,50,4.0,1.0,,7,19,,60.0,4.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,3.0,2.0,,,2.0,5.0,5.0,5.0,5.0,10.0,2.0,
2023,2,67,60,4.0,3.0,3.0,9,9,,15.0,1.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,0.0,0.0,2.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0
2023,2,75,60,2.0,3.0,2.0,9,17,,9.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,,,2.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0
2023,2,44,40,6.0,1.0,,7,3,,30.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,,,7.0,5.0,5.0,5.0,3.0,13.0,1.0,
2023,1,80,60,2.0,3.0,2.0,9,12,,20.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,,,2.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0
2023,2,76,60,1.0,3.0,2.0,9,17,,32.0,1.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,2.0,7.0,7.0,7.0,4.0,2.0,,,2.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0
2023,2,80,60,2.0,3.0,2.0,9,17,,9.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,,,2.0,4.0,4.0,4.0,5.0,1.0,1.0,2.0
2023,1,33,30,6.0,3.0,1.0,8,17,,50.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,,,2.0,5.0,5.0,5.0,3.0,4.0,1.0,1.0
2023,1,63,60,6.0,1.0,,7,3,,50.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,7.0,7.0,7.0,7.0,2.0,2.0,,,2.0,5.0,4.0,5.0,2.0,6.0,1.0,
2023,1,51,50,4.0,1.0,,8,19,,35.0,,25.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,1.0,6.0,6.0,3.0,1.0,,,2.0,5.0,5.0,5.0,4.0,20.0,1.0,
2023,1,31,30,6.0,3.0,1.0,8,17,,50.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,1.0,2.0,,,2.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0
2023,1,74,60,3.0,1.0,,9,7,,50.0,,,6.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,,,2.0,5.0,4.0,4.0,5.0,20.0,1.0,
2023,1,30,30,6.0,3.0,1.0,8,17,,50.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,,,2.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0
2023,2,68,60,4.0,3.0,1.0,9,12,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,,,2.0,5.0,5.0,5.0,2.0,,1.0,2.0
2023,2,61,60,4.0,3.0,1.0,9,12,,35.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,,,2.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0
2023,1,77,60,4.0,3.0,2.0,9,14,,30.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,,,,4.0,4.0,5.0,4.0,1.0,1.0,2.0
2023,1,65,60,4.0,1.0,,8,8,,40.0,,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,2.0,7.0,3.0,6.0,6.0,3.0,2.0,,,2.0,5.0,5.0,5.0,4.0,40.0,1.0,
2023,1,59,50,4.0,3.0,1.0,9,14,,50.0,1.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,2.0,2.0,,,2.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0
2023,1,65,60,6.0,3.0,1.0,9,14,,50.0,1.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,7.0,7.0,7.0,7.0,3.0,2.0,,,2.0,5.0,4.0,5.0,3.0,3.0,1.0,1.0
2023,1,71,60,3.0,3.0,2.0,9,15,,15.0,,,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,2.0,7.0,4.0,6.0,6.0,6.0,4.0,2.0,,,7.0,4.0,3.0,3.0,5.0,,2.0,2.0
2023,1,83,60,2.0,3.0,2.0,9,17,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,2.0,7.0,5.0,7.0,7.0,7.0,2.0,2.0,,,7.0,4.0,4.0,3.0,3.0,6.0,1.0,2.0
2023,2,68,60,3.0,1.0,,7,19,,45.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,6.0,2.0,4.0,1.0,7.0,7.0,4.0,1.0,,,7.0,4.0,4.0,4.0,4.0,14.0,3.0,
2023,1,31,30,4.0,3.0,1.0,9,7,,,,,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,3.0,2.0,6.0,5.0,6.0,6.0,6.0,2.0,2.0,0.0,0.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,2.0
2023,1,65,60,4.0,3.0,1.0,9,12,,8.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,3.0,5.0,5.0,2.0,2.0,,,2.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0
2023,1,79,60,2.0,4.0,,9,9,,45.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,5.0,4.0,5.0,6.0,6.0,6.0,3.0,1.0,,,2.0,4.0,4.0,3.0,3.0,10.0,4.0,
2023,2,58,50,4.0,3.0,1.0,9,9,,40.0,,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,3.0,5.0,4.0,6.0,6.0,6.0,3.0,2.0,,,2.0,4.0,4.0,3.0,3.0,5.0,2.0,2.0
2023,1,75,60,3.0,3.0,2.0,9,14,,25.0,,,7.0,7.0,3.0,6.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,2.0,6.0,6.0,6.0,7.0,7.0,4.0,2.0,,,7.0,4.0,4.0,4.0,5.0,,2.0,2.0
2023,1,31,30,4.0,3.0,1.0,7,19,,45.0,,,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,5.0,2.0,6.0,4.0,2.0,6.0,6.0,2.0,2.0,,,2.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0
2023,1,70,60,3.0,1.0,,7,3,,45.0,,,5.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,6.0,2.0,3.0,3.0,7.0,7.0,3.0,2.0,,,7.0,4.0,4.0,3.0,4.0,35.0,3.0,
2023,1,46,40,5.0,3.0,1.0,7,19,,8.0,,,6.0,5.0,7.0,1.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,,,7.0,4.0,4.0,3.0,2.0,13.0,2.0,1.0
2023,1,45,40,4.0,3.0,1.0,7,14,,40.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,2.0,6.0,5.0,1.0,7.0,7.0,2.0,2.0,,,2.0,4.0,4.0,4.0,3.0,7.0,1.0,2.0
2023,1,28,20,4.0,3.0,1.0,9,7,,50.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,2.0,6.0,5.0,2.0,7.0,7.0,2.0,2.0,,,7.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0
2023,1,61,60,4.0,1.0,,9,7,,,,30.0,7.0,5.0,5.0,3.0,7.0,7.0,6.0,6.0,7.0,3.0,7.0,3.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,2.0,,,7.0,3.0,4.0,4.0,4.0,6.0,,
2023,2,59,50,4.0,4.0,,9,7,,50.0,1.0,,6.0,6.0,4.0,2.0,7.0,7.0,7.0,5.0,7.0,5.0,7.0,5.0,4.0,4.0,4.0,4.0,6.0,6.0,3.0,2.0,,,7.0,4.0,4.0,3.0,3.0,6.0,3.0,
2023,2,68,60,3.0,1.0,,7,19,,48.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,6.0,2.0,4.0,1.0,7.0,7.0,2.0,2.0,,,7.0,4.0,4.0,4.0,3.0,22.0,,
2023,1,72,60,3.0,3.0,1.0,9,7,,42.0,2.0,,7.0,7.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,2.0,6.0,3.0,1.0,7.0,7.0,1.0,2.0,,,7.0,4.0,4.0,4.0,3.0,8.0,1.0,2.0
2023,1,64,60,2.0,3.0,3.0,8,7,,35.0,,,1.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,2.0,2.0,7.0,7.0,7.0,3.0,2.0,,,2.0,5.0,5.0,5.0,4.0,2.0,4.0,2.0
2023,1,59,50,4.0,3.0,1.0,8,8,,40.0,,,3.0,7.0,6.0,1.0,6.0,6.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,2.0,7.0,7.0,2.0,2.0,,,2.0,5.0,5.0,5.0,1.0,10.0,2.0,2.0
2023,1,65,60,4.0,3.0,2.0,9,12,,40.0,,10.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,3.0,3.0,7.0,3.0,7.0,3.0,3.0,2.0,,,2.0,5.0,5.0,5.0,2.0,,3.0,2.0
2023,1,63,60,4.0,1.0,,8,6,1.0,50.0,,,1.0,2.0,4.0,3.0,2.0,6.0,6.0,6.0,6.0,3.0,6.0,4.0,6.0,1.0,2.0,7.0,7.0,3.0,2.0,2.0,,,2.0,5.0,5.0,5.0,2.0,13.0,3.0,
2023,2,65,60,3.0,3.0,2.0,8,3,,40.0,,,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,4.0,7.0,7.0,7.0,2.0,2.0,7.0,7.0,7.0,2.0,2.0,,,2.0,4.0,4.0,4.0,1.0,7.0,2.0,2.0
